instId,tradeId,Date,Time,Millisec,side,px,sz,lDate,lTime,lMillisec
ETH-USDT,205613707,20220530,153838,624,buy,1905.14,0.011163,20220530,153838,630
ETH-USDT,205613708,20220530,153838,965,sell,1905.11,0.001999,20220530,153838,971
ETH-USDT,205613709,20220530,153838,965,sell,1905.05,0.653391,20220530,153838,971
ETH-USDT,205613710,20220530,153840,731,sell,1905.1,0.017848,20220530,153840,735
ETH-USDT,205613711,20220530,153845,734,sell,1905.05,0.002624,20220530,153845,737
ETH-USDT,205613712,20220530,153846,286,sell,1905.1,0.5,20220530,153846,290
ETH-USDT,205613713,20220530,153846,286,sell,1905.1,0.001728,20220530,153846,290
ETH-USDT,205613714,20220530,153846,286,sell,1905.1,1.22357,20220530,153846,290
ETH-USDT,205613715,20220530,153847,806,sell,1905.1,0.06404,20220530,153847,810
ETH-USDT,205613716,20220530,153848,670,sell,1905.1,0.069618,20220530,153848,673
ETH-USDT,205613717,20220530,153853,22,buy,1905.07,0.07,20220530,153853,26
ETH-USDT,205613718,20220530,153853,22,buy,1905.07,0.04,20220530,153853,26
ETH-USDT,205613719,20220530,153853,31,buy,1905.09,0.006818,20220530,153853,36
ETH-USDT,205613720,20220530,153853,31,buy,1905.1,0.410033,20220530,153853,36
ETH-USDT,205613721,20220530,153853,31,buy,1905.11,0.001999,20220530,153853,36
ETH-USDT,205613722,20220530,153853,61,buy,1905.13,0.201655,20220530,153853,66
ETH-USDT,205613723,20220530,153853,61,buy,1905.13,0.208395,20220530,153853,66
ETH-USDT,205613724,20220530,153853,73,buy,1905.13,5e-06,20220530,153853,78
ETH-USDT,205613725,20220530,153853,73,buy,1905.14,0.245405,20220530,153853,78
ETH-USDT,205613726,20220530,153858,987,sell,1905.13,0.024117,20220530,153858,990
ETH-USDT,205613727,20220530,153859,647,buy,1905.14,7e-06,20220530,153859,651
ETH-USDT,205613728,20220530,153859,647,buy,1905.14,0.426651,20220530,153859,651
ETH-USDT,205613729,20220530,153859,866,sell,1905.13,0.015883,20220530,153859,872
ETH-USDT,205613730,20220530,153859,866,sell,1905.13,0.07,20220530,153859,872
ETH-USDT,205613731,20220530,153859,866,sell,1905.13,0.657,20220530,153859,872
ETH-USDT,205613732,20220530,153859,866,sell,1905.13,0.06,20220530,153859,872
ETH-USDT,205613733,20220530,153859,866,sell,1905.13,1.577,20220530,153859,872
ETH-USDT,205613734,20220530,153859,866,sell,1905.13,2.6,20220530,153859,872
ETH-USDT,205613735,20220530,153859,869,sell,1905.11,0.001999,20220530,153859,874
ETH-USDT,205613736,20220530,153859,869,sell,1905.08,0.209049,20220530,153859,874
ETH-USDT,205613737,20220530,153859,869,sell,1905.07,0.802555,20220530,153859,874
ETH-USDT,205613738,20220530,153859,869,sell,1905.06,1.04,20220530,153859,874
ETH-USDT,205613739,20220530,153859,869,sell,1905.04,0.276133,20220530,153859,874
ETH-USDT,205613740,20220530,153859,873,sell,1904.99,0.209049,20220530,153859,877
ETH-USDT,205613741,20220530,153859,873,sell,1904.98,2.62878,20220530,153859,877
ETH-USDT,205613742,20220530,153859,873,sell,1904.95,0.041,20220530,153859,878
ETH-USDT,205613743,20220530,153859,873,sell,1904.95,0.794346,20220530,153859,878
ETH-USDT,205613744,20220530,153859,873,sell,1904.95,0.677695,20220530,153859,878
ETH-USDT,205613745,20220530,153859,879,sell,1904.95,0.11487,20220530,153859,886
ETH-USDT,205613746,20220530,153859,879,sell,1904.91,0.15,20220530,153859,886
ETH-USDT,205613747,20220530,153859,879,sell,1904.78,0.099989,20220530,153859,886
ETH-USDT,205613748,20220530,153859,879,sell,1904.77,0.05,20220530,153859,886
ETH-USDT,205613749,20220530,153859,879,sell,1904.75,0.041,20220530,153859,886
ETH-USDT,205613750,20220530,153859,879,sell,1904.71,0.349851,20220530,153859,886
ETH-USDT,205613751,20220530,153859,882,sell,1904.71,0.33212,20220530,153859,886
ETH-USDT,205613752,20220530,153859,889,sell,1904.6,0.005778,20220530,153859,898
ETH-USDT,205613753,20220530,153859,889,sell,1904.59,0.4199,20220530,153859,899
ETH-USDT,205613754,20220530,153859,889,sell,1904.56,0.041,20220530,153859,899
ETH-USDT,205613755,20220530,153859,889,sell,1904.54,0.606443,20220530,153859,899
ETH-USDT,205613756,20220530,153859,892,sell,1904.59,1.04,20220530,153859,903
ETH-USDT,205613757,20220530,153859,920,buy,1904.46,0.5,20220530,153859,925
ETH-USDT,205613758,20220530,153859,920,buy,1904.46,0.317222,20220530,153859,925
ETH-USDT,205613759,20220530,153859,925,sell,1904.45,5.4971,20220530,153859,931
ETH-USDT,205613760,20220530,153859,925,sell,1904.45,1.0749,20220530,153859,931
ETH-USDT,205613761,20220530,153859,925,sell,1904.44,0.80269,20220530,153859,931
ETH-USDT,205613762,20220530,153859,925,sell,1904.42,0.5,20220530,153859,931
ETH-USDT,205613763,20220530,153859,925,sell,1904.42,0.1,20220530,153859,931
ETH-USDT,205613764,20220530,153859,930,buy,1904.46,0.912778,20220530,153859,936
ETH-USDT,205613765,20220530,153859,930,buy,1904.46,0.918526,20220530,153859,936
ETH-USDT,205613766,20220530,153859,939,sell,1904.45,2.5592,20220530,153859,944
ETH-USDT,205613767,20220530,153859,941,buy,1904.46,0.465334,20220530,153859,947
ETH-USDT,205613768,20220530,153859,941,buy,1904.46,0.04,20220530,153859,947
ETH-USDT,205613769,20220530,153859,941,buy,1904.46,0.6328,20220530,153859,948
ETH-USDT,205613770,20220530,153859,941,buy,1904.46,0.07,20220530,153859,948
ETH-USDT,205613771,20220530,153859,941,buy,1904.46,0.1,20220530,153859,948
ETH-USDT,205613772,20220530,153859,954,buy,1904.46,0.5,20220530,153859,972
ETH-USDT,205613773,20220530,153859,963,buy,1904.46,0.5,20220530,153859,973
ETH-USDT,205613774,20220530,153859,974,sell,1904.45,0.1,20220530,153859,978
ETH-USDT,205613775,20220530,153859,999,sell,1904.45,0.2,20220530,153900,5
ETH-USDT,205613776,20220530,153900,749,buy,1904.46,0.30012,20220530,153900,760
ETH-USDT,205613777,20220530,153900,751,buy,1904.46,0.44988,20220530,153900,760
ETH-USDT,205613778,20220530,153900,751,buy,1904.46,0.125071,20220530,153900,760
ETH-USDT,205613779,20220530,153900,751,buy,1904.46,2.12505,20220530,153900,760
ETH-USDT,205613780,20220530,153900,751,buy,1904.46,3.12293,20220530,153900,760
ETH-USDT,205613781,20220530,153900,751,buy,1904.46,0.210017,20220530,153900,760
ETH-USDT,205613782,20220530,153900,751,buy,1904.46,1.86705,20220530,153900,760
ETH-USDT,205613783,20220530,153900,752,buy,1904.46,1.3,20220530,153900,761
ETH-USDT,205613784,20220530,153900,755,buy,1904.46,5.2,20220530,153900,761
ETH-USDT,205613785,20220530,153900,758,buy,1904.55,0.1,20220530,153900,764
ETH-USDT,205613786,20220530,153900,758,buy,1904.59,0.26,20220530,153900,764
ETH-USDT,205613787,20220530,153900,758,buy,1904.6,0.005781,20220530,153900,764
ETH-USDT,205613788,20220530,153900,758,buy,1904.72,0.052591,20220530,153900,764
ETH-USDT,205613789,20220530,153900,758,buy,1904.73,0.657,20220530,153900,764
ETH-USDT,205613790,20220530,153900,758,buy,1904.75,0.041,20220530,153900,764
ETH-USDT,205613791,20220530,153900,758,buy,1904.75,0.15,20220530,153900,765
ETH-USDT,205613792,20220530,153900,758,buy,1904.86,0.933628,20220530,153900,765
ETH-USDT,205613793,20220530,153900,758,buy,1904.86,0.106372,20220530,153900,765
ETH-USDT,205613794,20220530,153900,758,buy,1904.9,2.6,20220530,153900,765
ETH-USDT,205613795,20220530,153900,758,buy,1904.95,1.38386,20220530,153900,765
ETH-USDT,205613796,20220530,153900,758,buy,1904.95,0.13334,20220530,153900,765
ETH-USDT,205613797,20220530,153900,758,buy,1904.95,0.041,20220530,153900,765
ETH-USDT,205613798,20220530,153900,758,buy,1904.99,1.38386,20220530,153900,765
ETH-USDT,205613799,20220530,153900,758,buy,1905,0.951568,20220530,153900,765
ETH-USDT,205613800,20220530,153900,765,buy,1905.11,0.001999,20220530,153900,775
ETH-USDT,205613801,20220530,153900,765,buy,1905.14,0.011001,20220530,153900,775
ETH-USDT,205613802,20220530,153900,770,buy,1905.14,0.017,20220530,153900,777
ETH-USDT,205613803,20220530,153900,787,buy,1904.94,0.4,20220530,153900,794
ETH-USDT,205613804,20220530,153900,792,buy,1904.94,0.601531,20220530,153900,800
ETH-USDT,205613805,20220530,153900,812,buy,1904.94,2.45831,20220530,153900,817
ETH-USDT,205613806,20220530,153900,812,buy,1904.94,0.141691,20220530,153900,818
ETH-USDT,205613807,20220530,153900,814,buy,1904.94,0.303309,20220530,153900,821
ETH-USDT,205613808,20220530,153900,814,buy,1904.94,0.31,20220530,153900,821
ETH-USDT,205613809,20220530,153900,814,buy,1905,0.770551,20220530,153900,821
ETH-USDT,205613810,20220530,153901,413,sell,1905.09,0.317745,20220530,153901,419
ETH-USDT,205613811,20220530,153908,52,sell,1905.13,0.010498,20220530,153908,56
ETH-USDT,205613812,20220530,153908,138,buy,1905.14,1.0919,20220530,153908,146
ETH-USDT,205613813,20220530,153908,138,buy,1905.14,0.041,20220530,153908,146
ETH-USDT,205613814,20220530,153908,138,buy,1905.17,1.1e-05,20220530,153908,146
ETH-USDT,205613815,20220530,153908,138,buy,1905.19,0.001095,20220530,153908,146
ETH-USDT,205613816,20220530,153908,153,buy,1905.33,0.041,20220530,153908,159
ETH-USDT,205613817,20220530,153908,172,buy,1905.45,0.004015,20220530,153908,178
ETH-USDT,205613818,20220530,153908,172,buy,1905.5,0.033258,20220530,153908,178
ETH-USDT,205613819,20220530,153908,192,buy,1905.52,0.041,20220530,153908,199
ETH-USDT,205613820,20220530,153915,946,sell,1905.7,0.3,20220530,153915,951
ETH-USDT,205613821,20220530,153915,946,sell,1905.7,0.1,20220530,153915,951
ETH-USDT,205613822,20220530,153916,35,sell,1905.33,0.041,20220530,153916,40
ETH-USDT,205613823,20220530,153916,35,sell,1905.33,0.794948,20220530,153916,40
ETH-USDT,205613824,20220530,153916,37,sell,1905.33,0.3,20220530,153916,42
ETH-USDT,205613825,20220530,153916,773,buy,1905.2,0.086996,20220530,153916,777
ETH-USDT,205613826,20220530,153916,773,buy,1905.2,0.413004,20220530,153916,778
ETH-USDT,205613827,20220530,153916,773,buy,1905.27,0.001095,20220530,153916,778
ETH-USDT,205613828,20220530,153916,773,buy,1905.29,0.099999,20220530,153916,778
ETH-USDT,205613829,20220530,153916,773,buy,1905.3,1.577,20220530,153916,778
ETH-USDT,205613830,20220530,153924,14,buy,1905.35,0.001095,20220530,153924,17
ETH-USDT,205613831,20220530,153924,45,buy,1905.52,0.041,20220530,153924,59
ETH-USDT,205613832,20220530,153924,45,buy,1905.52,1.34286,20220530,153924,59
ETH-USDT,205613833,20220530,153924,48,buy,1905.52,0.203691,20220530,153924,59
ETH-USDT,205613834,20220530,153924,53,buy,1905.62,0.063,20220530,153924,60
ETH-USDT,205613835,20220530,153924,53,buy,1905.71,0.041,20220530,153924,60
ETH-USDT,205613836,20220530,153924,53,buy,1905.79,0.005777,20220530,153924,60
ETH-USDT,205613837,20220530,153924,53,buy,1905.8,0.190223,20220530,153924,60
ETH-USDT,205613838,20220530,153925,654,sell,1905.66,0.005,20220530,153925,658
ETH-USDT,205613839,20220530,153930,728,sell,1905.66,0.6278,20220530,153930,732
ETH-USDT,205613840,20220530,153930,728,sell,1905.66,1.30734,20220530,153930,732
ETH-USDT,205613841,20220530,153930,728,sell,1905.66,0.105332,20220530,153930,732
ETH-USDT,205613842,20220530,153932,182,sell,1905.66,0.060031,20220530,153932,186
ETH-USDT,205613843,20220530,153935,212,buy,1905.68,0.004516,20220530,153935,216
ETH-USDT,205613844,20220530,153935,274,buy,1905.9,0.041,20220530,153935,278
ETH-USDT,205613845,20220530,153938,656,buy,1905.99,0.040538,20220530,153938,670
ETH-USDT,205613846,20220530,153938,656,buy,1905.99,0.004241,20220530,153938,670
ETH-USDT,205613847,20220530,153938,656,buy,1905.99,1.54655,20220530,153938,670
ETH-USDT,205613848,20220530,153938,656,buy,1906,0.103514,20220530,153938,670
ETH-USDT,205613849,20220530,153938,656,buy,1906,0.221079,20220530,153938,670
ETH-USDT,205613850,20220530,153938,656,buy,1906,0.467721,20220530,153938,670
ETH-USDT,205613851,20220530,153938,659,buy,1906,1.03687,20220530,153938,670
ETH-USDT,205613852,20220530,153938,690,buy,1906,0.640566,20220530,153938,694
ETH-USDT,205613853,20220530,153938,768,sell,1905.99,0.002623,20220530,153938,772
ETH-USDT,205613854,20220530,153944,171,buy,1906,0.007743,20220530,153944,174
ETH-USDT,205613855,20220530,153949,194,sell,1905.99,0.657,20220530,153949,199
ETH-USDT,205613856,20220530,153949,194,sell,1905.99,0.001999,20220530,153949,199
ETH-USDT,205613857,20220530,153949,194,sell,1905.99,0.001029,20220530,153949,199
ETH-USDT,205613858,20220530,153949,194,sell,1905.98,0.749363,20220530,153949,199
ETH-USDT,205613859,20220530,153949,195,sell,1905.98,1.87941,20220530,153949,200
ETH-USDT,205613860,20220530,153959,880,sell,1905.91,0.001095,20220530,153959,885
ETH-USDT,205613861,20220530,153959,880,sell,1905.79,0.058804,20220530,153959,885
ETH-USDT,205613862,20220530,153959,880,sell,1905.75,0.08567,20220530,153959,885
ETH-USDT,205613863,20220530,154000,140,sell,1905.78,0.006561,20220530,154000,146
ETH-USDT,205613864,20220530,154000,140,sell,1905.77,0.003934,20220530,154000,146
ETH-USDT,205613865,20220530,154004,303,sell,1905.77,3.1363,20220530,154004,309
ETH-USDT,205613866,20220530,154004,319,sell,1905.77,0.001915,20220530,154004,325
ETH-USDT,205613867,20220530,154004,319,sell,1905.77,0.001152,20220530,154004,325
ETH-USDT,205613868,20220530,154004,319,sell,1905.77,0.142658,20220530,154004,325
ETH-USDT,205613869,20220530,154004,319,sell,1905.77,2.62878,20220530,154004,325
ETH-USDT,205613870,20220530,154004,781,sell,1905.71,0.041,20220530,154004,785
ETH-USDT,205613871,20220530,154009,374,buy,1905.67,0.052474,20220530,154009,377
ETH-USDT,205613872,20220530,154011,270,sell,1905.66,0.00899,20220530,154011,273
ETH-USDT,205613873,20220530,154014,111,sell,1905.66,0.046396,20220530,154014,115
ETH-USDT,205613874,20220530,154014,662,buy,1905.67,0.010526,20220530,154014,666
ETH-USDT,205613875,20220530,154014,662,buy,1905.67,0.040979,20220530,154014,666
ETH-USDT,205613876,20220530,154016,596,sell,1905.66,0.023326,20220530,154016,601
ETH-USDT,205613877,20220530,154016,596,sell,1905.66,0.001505,20220530,154016,601
ETH-USDT,205613878,20220530,154016,596,sell,1905.66,0.005791,20220530,154016,601
ETH-USDT,205613879,20220530,154016,663,sell,1905.66,0.025951,20220530,154016,666
ETH-USDT,205613880,20220530,154018,177,sell,1905.66,0.004595,20220530,154018,181
ETH-USDT,205613881,20220530,154022,473,sell,1905.66,0.00642,20220530,154022,478
ETH-USDT,205613882,20220530,154022,486,sell,1905.66,2e-06,20220530,154022,490
ETH-USDT,205613883,20220530,154022,486,sell,1905.52,0.041,20220530,154022,490
ETH-USDT,205613884,20220530,154022,508,sell,1905.33,0.041,20220530,154022,520
ETH-USDT,205613885,20220530,154022,508,sell,1905.3,0.052516,20220530,154022,520
ETH-USDT,205613886,20220530,154022,508,sell,1905.3,0.582916,20220530,154022,520
ETH-USDT,205613887,20220530,154022,508,sell,1905.26,0.26,20220530,154022,520
ETH-USDT,205613888,20220530,154022,512,sell,1905.24,0.657,20220530,154022,523
ETH-USDT,205613889,20220530,154022,512,sell,1905.14,0.041,20220530,154022,524
ETH-USDT,205613890,20220530,154022,512,sell,1905.12,0.126568,20220530,154022,524
ETH-USDT,205613891,20220530,154022,512,sell,1905.12,0.15,20220530,154022,524
ETH-USDT,205613892,20220530,154022,512,sell,1905.1,0.13334,20220530,154022,524
ETH-USDT,205613893,20220530,154022,513,sell,1905.06,0.041798,20220530,154022,524
ETH-USDT,205613894,20220530,154022,515,sell,1905.01,0.1,20220530,154022,525
ETH-USDT,205613895,20220530,154022,515,sell,1905.01,0.2,20220530,154022,526
ETH-USDT,205613896,20220530,154022,516,sell,1905.01,0.3,20220530,154022,526
ETH-USDT,205613897,20220530,154022,516,sell,1905.01,0.5,20220530,154022,526
ETH-USDT,205613898,20220530,154022,516,sell,1905,0.50756,20220530,154022,526
ETH-USDT,205613899,20220530,154025,422,sell,1905.01,0.03,20220530,154025,426
ETH-USDT,205613900,20220530,154025,922,sell,1905.01,0.008897,20220530,154025,938
ETH-USDT,205613901,20220530,154025,922,sell,1905,0.196606,20220530,154025,938
ETH-USDT,205613902,20220530,154031,818,buy,1905.01,0.03,20220530,154031,822
ETH-USDT,205613903,20220530,154031,818,buy,1905.01,0.130488,20220530,154031,822
ETH-USDT,205613904,20220530,154034,199,buy,1905.01,0.190739,20220530,154034,202
ETH-USDT,205613905,20220530,154035,31,buy,1905.01,0.074631,20220530,154035,35
ETH-USDT,205613906,20220530,154036,221,buy,1905.01,0.113142,20220530,154036,228
ETH-USDT,205613907,20220530,154036,221,buy,1905.01,0.1,20220530,154036,228
ETH-USDT,205613908,20220530,154036,221,buy,1905.01,0.001999,20220530,154036,228
ETH-USDT,205613909,20220530,154036,221,buy,1905.01,0.228659,20220530,154036,228
ETH-USDT,205613910,20220530,154036,225,buy,1905.01,0.033841,20220530,154036,230
ETH-USDT,205613911,20220530,154036,249,buy,1905.33,0.041,20220530,154036,255
ETH-USDT,205613912,20220530,154036,249,buy,1905.43,0.005779,20220530,154036,255
ETH-USDT,205613913,20220530,154036,249,buy,1905.44,0.153221,20220530,154036,255
ETH-USDT,205613914,20220530,154050,605,sell,1905.47,0.525827,20220530,154050,610
ETH-USDT,205613915,20220530,154052,503,sell,1905.47,0.374611,20220530,154052,507
ETH-USDT,205613916,20220530,154053,499,sell,1905.47,0.669562,20220530,154053,506
ETH-USDT,205613917,20220530,154053,730,sell,1905.16,0.04,20220530,154053,735
ETH-USDT,205613918,20220530,154053,730,sell,1905.14,0.00995,20220530,154053,735
ETH-USDT,205613919,20220530,154054,891,buy,1905.15,0.001917,20220530,154054,897
ETH-USDT,205613920,20220530,154054,891,buy,1905.24,0.026,20220530,154054,897
ETH-USDT,205613921,20220530,154054,891,buy,1905.25,0.04,20220530,154054,897
ETH-USDT,205613922,20220530,154054,891,buy,1905.25,0.04,20220530,154054,897
ETH-USDT,205613923,20220530,154054,891,buy,1905.31,0.038936,20220530,154054,897
ETH-USDT,205613924,20220530,154056,441,buy,1905.16,0.003685,20220530,154056,446
ETH-USDT,205613925,20220530,154056,441,buy,1905.22,0.002,20220530,154056,446
ETH-USDT,205613926,20220530,154056,441,buy,1905.23,0.001095,20220530,154056,446
ETH-USDT,205613927,20220530,154056,441,buy,1905.29,0.025063,20220530,154056,446
ETH-USDT,205613928,20220530,154056,441,buy,1905.3,0.725418,20220530,154056,446
ETH-USDT,205613929,20220530,154056,602,buy,1905.34,0.001039,20220530,154056,607
ETH-USDT,205613930,20220530,154056,602,buy,1905.34,0.001039,20220530,154056,608
ETH-USDT,205613931,20220530,154056,602,buy,1905.34,0.001039,20220530,154056,608
ETH-USDT,205613932,20220530,154058,437,sell,1905.23,0.001999,20220530,154058,443
ETH-USDT,205613933,20220530,154058,437,sell,1905.17,0.01796,20220530,154058,443
ETH-USDT,205613934,20220530,154101,257,buy,1905.16,0.04,20220530,154101,261
ETH-USDT,205613935,20220530,154101,257,buy,1905.16,0.04,20220530,154101,261
ETH-USDT,205613936,20220530,154101,257,buy,1905.16,0.001132,20220530,154101,261
ETH-USDT,205613937,20220530,154101,284,buy,1905.16,0.03,20220530,154101,288
ETH-USDT,205613938,20220530,154101,284,buy,1905.16,0.03,20220530,154101,288
ETH-USDT,205613939,20220530,154101,314,buy,1905.23,0.001999,20220530,154101,318
ETH-USDT,205613940,20220530,154101,444,buy,1905.24,0.002579,20220530,154101,447
ETH-USDT,205613941,20220530,154105,204,buy,1905.44,0.002874,20220530,154105,208
ETH-USDT,205613942,20220530,154105,204,buy,1905.44,0.102009,20220530,154105,209
ETH-USDT,205613943,20220530,154107,255,buy,1905.44,0.448499,20220530,154107,260
ETH-USDT,205613944,20220530,154107,259,buy,1905.52,0.041,20220530,154107,263
ETH-USDT,205613945,20220530,154107,265,buy,1905.66,0.102087,20220530,154107,270
ETH-USDT,205613946,20220530,154107,265,buy,1905.66,0.03903,20220530,154107,271
ETH-USDT,205613947,20220530,154107,265,buy,1905.67,0.135153,20220530,154107,271
ETH-USDT,205613948,20220530,154107,267,buy,1905.71,0.041,20220530,154107,273
ETH-USDT,205613949,20220530,154107,267,buy,1905.71,0.657,20220530,154107,273
ETH-USDT,205613950,20220530,154109,749,sell,1905.89,0.011184,20220530,154109,755
ETH-USDT,205613951,20220530,154112,180,buy,1905.9,0.041,20220530,154112,186
ETH-USDT,205613952,20220530,154112,180,buy,1905.9,0.006294,20220530,154112,186
ETH-USDT,205613953,20220530,154112,180,buy,1906,1.10666,20220530,154112,186
ETH-USDT,205613954,20220530,154112,195,buy,1906,1.69553,20220530,154112,200
ETH-USDT,205613955,20220530,154112,374,buy,1906,0.044914,20220530,154112,379
ETH-USDT,205613956,20220530,154112,374,buy,1906,0.001331,20220530,154112,379
ETH-USDT,205613957,20220530,154112,374,buy,1906,0.001049,20220530,154112,379
ETH-USDT,205613958,20220530,154112,374,buy,1906,0.001368,20220530,154112,379
ETH-USDT,205613959,20220530,154117,660,buy,1906.08,0.001094,20220530,154117,665
ETH-USDT,205613960,20220530,154117,660,buy,1906.09,0.041,20220530,154117,665
ETH-USDT,205613961,20220530,154117,660,buy,1906.09,0.448499,20220530,154117,665
ETH-USDT,205613962,20220530,154118,473,sell,1906.22,0.07,20220530,154118,477
ETH-USDT,205613963,20220530,154122,845,buy,1906.23,0.001941,20220530,154122,849
ETH-USDT,205613964,20220530,154122,845,buy,1906.23,0.002052,20220530,154122,849
ETH-USDT,205613965,20220530,154122,861,buy,1906.28,0.041,20220530,154122,865
ETH-USDT,205613966,20220530,154122,898,buy,1906.3,2,20220530,154122,902
ETH-USDT,205613967,20220530,154122,933,buy,1906.31,0.00109,20220530,154122,937
ETH-USDT,205613968,20220530,154127,335,sell,1906.3,0.93038,20220530,154127,343
ETH-USDT,205613969,20220530,154127,335,sell,1906.3,1.07062,20220530,154127,343
ETH-USDT,205613970,20220530,154127,335,sell,1906.3,0.26942,20220530,154127,343
ETH-USDT,205613971,20220530,154127,338,sell,1906.3,0.66096,20220530,154127,343
ETH-USDT,205613972,20220530,154127,338,sell,1906.3,0.001728,20220530,154127,343
ETH-USDT,205613973,20220530,154127,338,sell,1906.3,0.135452,20220530,154127,343
ETH-USDT,205613974,20220530,154127,348,sell,1906.3,1.0104,20220530,154127,352
ETH-USDT,205613975,20220530,154127,357,sell,1906.3,0.428148,20220530,154127,362
ETH-USDT,205613976,20220530,154127,357,sell,1906.29,0.07,20220530,154127,362
ETH-USDT,205613977,20220530,154127,357,sell,1906.29,1.07062,20220530,154127,362
ETH-USDT,205613978,20220530,154127,357,sell,1906.29,0.07,20220530,154127,362
ETH-USDT,205613979,20220530,154127,357,sell,1906.27,2.62878,20220530,154127,362
ETH-USDT,205613980,20220530,154127,357,sell,1906.23,0.001999,20220530,154127,362
ETH-USDT,205613981,20220530,154127,357,sell,1906.22,0.155716,20220530,154127,362
ETH-USDT,205613982,20220530,154127,363,sell,1906.22,1.0653,20220530,154127,367
ETH-USDT,205613983,20220530,154140,602,sell,1906.25,0.431806,20220530,154140,606
ETH-USDT,205613984,20220530,154142,140,buy,1906.26,0.03,20220530,154142,147
ETH-USDT,205613985,20220530,154142,140,buy,1906.26,0.050492,20220530,154142,147
ETH-USDT,205613986,20220530,154143,23,buy,1906.26,0.079491,20220530,154143,30
ETH-USDT,205613987,20220530,154144,500,buy,1906.26,0.34941,20220530,154144,505
ETH-USDT,205613988,20220530,154144,500,buy,1906.31,4e-06,20220530,154144,505
ETH-USDT,205613989,20220530,154144,500,buy,1906.34,1.25446,20220530,154144,506
ETH-USDT,205613990,20220530,154144,501,buy,1906.34,3.81332,20220530,154144,506
ETH-USDT,205613991,20220530,154144,550,buy,1906.47,0.041,20220530,154144,555
ETH-USDT,205613992,20220530,154144,550,buy,1906.47,0.00418,20220530,154144,555
ETH-USDT,205613993,20220530,154144,560,buy,1906.47,7e-06,20220530,154144,566
ETH-USDT,205613994,20220530,154144,561,buy,1906.52,0.3,20220530,154144,567
ETH-USDT,205613995,20220530,154144,574,buy,1906.66,0.041,20220530,154144,584
ETH-USDT,205613996,20220530,154144,574,buy,1906.66,0.05,20220530,154144,584
ETH-USDT,205613997,20220530,154144,574,buy,1906.78,0.081617,20220530,154144,584
ETH-USDT,205613998,20220530,154144,574,buy,1906.81,0.005775,20220530,154144,585
ETH-USDT,205613999,20220530,154144,574,buy,1906.85,0.041,20220530,154144,585
ETH-USDT,205614000,20220530,154144,574,buy,1906.85,0.657,20220530,154144,585
ETH-USDT,205614001,20220530,154146,222,buy,1906.95,0.031526,20220530,154146,226
ETH-USDT,205614002,20220530,154146,222,buy,1906.95,0.006562,20220530,154146,226
ETH-USDT,205614003,20220530,154146,222,buy,1907.04,0.013318,20220530,154146,226
ETH-USDT,205614004,20220530,154146,616,sell,1907.03,0.010005,20220530,154146,620
ETH-USDT,205614005,20220530,154148,782,sell,1907.03,0.04,20220530,154148,786
ETH-USDT,205614006,20220530,154148,782,sell,1907.03,0.04,20220530,154148,787
ETH-USDT,205614007,20220530,154148,782,sell,1907.03,0.985686,20220530,154148,787
